YEAR,MO,DY,T2M_MIN,T2M_MAX,T2M,PRECTOTCORR
1982,8,13,12.07,24.58,17.48,0.0
1982,8,14,13.55,26.24,19.0,0.0
1982,8,15,13.14,27.48,20.02,0.0
1982,8,16,13.75,27.58,20.72,0.0
1982,8,17,15.01,27.5,21.05,0.08
1982,8,18,17.52,25.71,20.98,7.6
1982,8,19,13.92,22.05,17.63,0.07
1982,8,20,8.89,25.29,15.88,0.02
1982,8,21,14.07,27.52,19.51,0.01
1982,8,22,14.72,27.68,20.19,0.0
1982,8,23,14.3,27.43,20.01,6.23
1982,8,24,15.22,27.74,20.97,0.86
1982,8,25,14.67,29.91,21.83,0.01
1982,8,26,16.48,28.99,22.2,0.04
1982,8,27,16.13,29.28,22.45,0.7
1982,8,28,16.15,29.01,22.43,2.42
1982,8,29,17.46,29.8,22.92,2.4
1982,8,30,16.83,29.24,22.71,0.41
1982,8,31,17.18,28.56,22.54,0.77
1982,9,1,16.14,25.65,19.76,0.04
1982,9,2,15.14,28.01,20.45,0.02
1982,9,3,15.65,27.92,21.1,0.09
1982,9,4,16.55,29.64,22.27,0.07
1982,9,5,16.64,29.34,22.53,1.4
1982,9,6,14.04,23.14,18.07,1.61
1982,9,7,11.1,24.37,16.28,0.01
1982,9,8,8.98,25.36,15.72,0.0
1982,9,9,9.62,25.88,16.37,0.0
1982,9,10,10.82,28.82,18.42,0.0
1982,9,11,11.09,30.35,19.92,0.0
1982,9,12,11.79,31.34,20.6,0.02
1982,9,13,18.06,31.7,23.64,0.01
1982,9,14,19.53,24.08,21.71,0.24
1982,9,15,15.84,31.75,23.2,0.0
1982,9,16,16.7,30.77,22.74,0.0
1982,9,17,14.93,31.32,22.82,0.02
1982,9,18,17.18,31.93,23.25,2.01
1982,9,19,16.59,28.2,21.97,0.09
1982,9,20,12.89,25.16,17.6,0.08
1982,9,21,10.93,26.08,17.72,0.16
1982,9,22,14.17,22.44,17.73,0.74
1982,9,23,13.29,28.87,20.06,0.01
1982,9,24,14.36,28.74,20.64,0.0
1982,9,25,13.96,30.8,21.59,0.0
1982,9,26,16.61,32.44,23.76,0.31
1982,9,27,18.97,29.62,23.94,8.15
1982,9,28,16.52,27.1,22.07,0.0
1982,9,29,11.44,25.21,17.41,0.01
1982,9,30,10.05,27.38,17.53,0.2
1982,10,1,12.48,27.6,19.63,37.17
1982,10,2,17.76,27.06,21.47,16.0
1982,10,3,18.03,27.04,21.7,4.46
1982,10,4,14.7,29.2,21.17,0.18
1982,10,5,17.68,30.41,24.11,0.03
1982,10,6,15.62,26.27,20.71,11.66
1982,10,7,15.69,23.62,19.88,22.28
1982,10,8,18.48,26.03,21.71,4.62
1982,10,9,17.07,26.13,20.84,12.35
1982,10,10,16.37,27.74,20.91,25.37
1982,10,11,19.31,27.42,22.57,3.52
1982,10,12,14.9,27.11,20.89,34.36
1982,10,13,14.05,24.74,20.17,10.79
1982,10,14,10.05,24.13,16.09,0.03
1982,10,15,10.81,26.89,17.87,0.02
1982,10,16,12.87,28.3,19.86,0.76
1982,10,17,15.31,29.17,21.39,13.19
1982,10,18,19.43,23.8,21.09,11.56
1982,10,19,13.48,26.7,19.64,0.95
1982,10,20,13.3,28.74,20.65,12.23
1982,10,21,17.38,26.39,21.99,9.5
1982,10,22,18.84,27.13,22.61,0.37
1982,10,23,19.49,29.08,24.06,1.17
1982,10,24,19.11,30.35,24.99,5.5
1982,10,25,19.96,31.12,25.55,1.01
1982,10,26,19.2,28.19,23.33,0.37
1982,10,27,18.83,27.93,23.23,8.13
1982,10,28,19.69,28.96,24.1,2.9
1982,10,29,17.56,29.32,23.39,4.93
1982,10,30,19.26,29.77,24.12,2.9
1982,10,31,14.8,29.15,21.52,0.03
1982,11,1,15.85,31.04,22.74,0.31
1982,11,2,18.86,30.79,24.36,0.52
1982,11,3,19.0,32.16,25.23,0.0
1982,11,4,19.57,32.61,26.23,1.44
1982,11,5,20.42,30.42,25.19,5.66
1982,11,6,21.07,27.72,24.23,4.29
1982,11,7,18.96,29.41,23.75,0.03
1982,11,8,18.36,31.18,24.25,1.16
1982,11,9,18.06,30.76,23.69,0.46
1982,11,10,18.96,30.87,24.57,10.61
1982,11,11,20.34,26.17,23.15,25.49
1982,11,12,18.61,25.44,22.58,0.69
1982,11,13,17.02,26.0,20.42,2.84
1982,11,14,16.86,27.09,20.96,11.52
1982,11,15,19.98,26.07,22.56,2.01
1982,11,16,19.46,28.41,23.15,1.22
1982,11,17,15.42,28.07,21.01,0.02
1982,11,18,14.03,29.97,21.35,0.73
1982,11,19,16.58,29.51,23.32,19.26
1982,11,20,19.65,27.84,23.41,5.64
1982,11,21,19.98,27.32,23.51,15.01
1982,11,22,20.0,29.15,23.79,2.76
1982,11,23,19.58,29.5,23.87,0.87
1982,11,24,19.57,30.24,24.38,0.19
1982,11,25,20.36,29.81,24.85,5.68
1982,11,26,20.28,30.59,25.06,24.68
1982,11,27,20.71,27.63,23.96,14.81
1982,11,28,21.12,27.6,23.68,7.75
1982,11,29,19.77,28.22,23.8,3.72
1982,11,30,19.46,29.06,23.98,21.38
1982,12,1,20.11,28.23,23.69,1.53
1982,12,2,20.62,26.58,22.99,18.56
1982,12,3,15.0,21.73,19.14,9.02
1982,12,4,12.58,23.34,17.52,0.16
1982,12,5,12.71,27.18,19.49,1.56
1982,12,6,17.88,27.65,22.35,24.89
1982,12,7,18.56,25.42,21.77,6.24
1982,12,8,16.08,26.25,21.0,1.49
1982,12,9,14.03,28.35,20.7,0.62
1982,12,10,17.07,27.61,21.85,10.47
1982,12,11,17.26,25.58,20.85,9.11
1982,12,12,17.49,24.34,20.74,11.14
1982,12,13,18.88,25.3,21.38,12.5
1982,12,14,19.23,25.53,21.93,11.48
1982,12,15,17.45,27.62,22.35,15.96
1982,12,16,20.4,24.91,22.14,22.73
1982,12,17,19.91,26.42,22.48,12.85
1982,12,18,19.16,27.38,22.73,17.19
1982,12,19,20.84,26.03,22.81,5.07
1982,12,20,20.41,26.53,22.8,16.73
1982,12,21,18.12,27.67,22.66,9.55
1982,12,22,18.83,27.03,22.68,11.57
1982,12,23,19.81,27.14,22.87,13.05
1982,12,24,19.3,28.01,22.83,4.15
1982,12,25,15.64,26.6,20.53,0.05
1982,12,26,15.73,27.66,21.06,1.97
1982,12,27,17.91,24.53,21.32,8.72
1982,12,28,18.25,25.23,21.46,5.2
1982,12,29,17.67,22.75,20.28,8.7
1982,12,30,18.82,24.34,21.44,9.18
1982,12,31,18.69,27.26,22.9,6.45
1983,1,1,17.35,27.47,22.03,3.36
1983,1,2,18.47,26.88,22.29,1.68
1983,1,3,18.08,27.2,22.59,0.49
1983,1,4,17.07,28.75,22.31,4.69
1983,1,5,17.78,22.89,20.46,27.34
1983,1,6,18.62,29.22,23.4,7.65
1983,1,7,20.92,28.85,24.61,3.86
1983,1,8,19.04,28.54,23.37,12.3
1983,1,9,19.98,30.06,24.6,5.59
1983,1,10,20.27,30.23,25.38,4.96
1983,1,11,20.46,29.78,25.36,2.98
1983,1,12,21.55,25.49,23.54,21.45
1983,1,13,19.8,26.59,22.89,20.86
1983,1,14,20.51,26.48,22.71,23.54
1983,1,15,20.4,23.6,21.69,10.68
1983,1,16,19.81,25.24,21.72,7.26
1983,1,17,20.23,26.03,22.37,22.17
1983,1,18,20.35,27.74,23.2,19.19
1983,1,19,21.16,30.15,24.97,12.63
1983,1,20,21.5,26.77,23.9,12.96
1983,1,21,19.36,28.44,24.02,0.58
1983,1,22,19.27,29.39,24.32,1.94
1983,1,23,18.21,28.76,23.18,6.35
1983,1,24,18.1,28.45,22.74,8.0
1983,1,25,16.92,26.53,21.73,6.47
1983,1,26,16.0,27.5,21.71,3.29
1983,1,27,17.48,27.49,22.38,8.39
1983,1,28,19.58,28.55,23.45,2.18
1983,1,29,19.42,28.02,23.3,2.95
1983,1,30,20.48,28.09,23.78,8.15
1983,1,31,20.84,25.45,22.91,38.9
1983,2,1,18.99,23.85,21.8,47.98
1983,2,2,17.45,22.62,19.3,47.38
1983,2,3,17.15,26.23,20.85,3.46
1983,2,4,18.14,25.68,21.51,1.3
1983,2,5,19.15,28.82,23.72,1.43
1983,2,6,19.58,27.45,22.98,1.09
1983,2,7,19.28,24.59,21.83,7.74
1983,2,8,19.34,24.34,21.6,12.28
1983,2,9,18.52,24.03,21.2,8.16
1983,2,10,17.85,27.86,22.67,9.98
1983,2,11,19.64,28.67,23.91,3.01
1983,2,12,20.99,29.26,24.59,9.61
1983,2,13,19.44,25.71,21.94,3.53
1983,2,14,19.25,25.21,21.74,7.79
1983,2,15,20.81,27.76,23.81,0.96
1983,2,16,19.38,29.53,24.28,0.02
1983,2,17,19.9,30.94,25.46,0.09
1983,2,18,21.03,28.97,24.62,9.39
1983,2,19,20.44,26.88,23.25,3.85
1983,2,20,19.17,28.69,23.67,0.75
1983,2,21,18.93,27.84,23.64,0.4
1983,2,22,19.73,27.84,24.06,13.15
1983,2,23,20.58,27.09,23.83,6.49
1983,2,24,20.37,28.38,24.4,2.69
1983,2,25,21.58,26.93,23.82,5.06
1983,2,26,19.73,29.12,24.36,5.13
1983,2,27,21.11,27.78,24.16,17.66
1983,2,28,20.4,29.63,24.74,4.56
1983,3,1,21.46,26.69,23.74,18.46
1983,3,2,20.63,25.87,23.09,16.15
1983,3,3,20.47,28.66,24.09,17.13
1983,3,4,21.23,26.83,23.43,4.39
1983,3,5,21.08,28.75,24.17,29.83
1983,3,6,19.26,23.38,21.55,27.95
1983,3,7,19.3,26.25,22.04,35.05
1983,3,8,18.36,24.78,21.8,0.6
1983,3,9,17.24,28.65,22.81,0.02
1983,3,10,17.39,29.29,23.44,0.06
1983,3,11,19.86,29.65,24.85,1.25
1983,3,12,19.59,28.88,24.24,14.57
1983,3,13,21.07,27.23,23.75,2.78
1983,3,14,16.97,24.26,19.84,0.08
1983,3,15,15.6,24.71,19.82,4.88
1983,3,16,15.33,26.99,20.67,0.39
1983,3,17,17.22,28.21,22.66,0.49
1983,3,18,20.29,26.84,23.25,12.28
1983,3,19,20.28,24.47,22.05,25.99
1983,3,20,16.66,21.5,19.19,7.1
1983,3,21,15.34,24.64,18.73,2.37
1983,3,22,15.81,25.29,19.56,2.52
1983,3,23,17.06,25.26,20.01,0.32
1983,3,24,14.32,23.47,18.27,0.01
1983,3,25,15.0,24.99,19.25,0.45
1983,3,26,16.21,24.26,19.94,5.64
1983,3,27,16.84,25.32,20.13,14.81
1983,3,28,15.82,23.13,19.24,0.4
1983,3,29,16.3,27.25,21.22,0.15
1983,3,30,16.99,26.77,21.36,0.05
1983,3,31,16.83,27.27,21.26,0.83
1983,4,1,17.04,27.66,21.74,1.47
1983,4,2,17.23,26.53,21.25,0.3
1983,4,3,15.95,27.42,21.03,0.1
1983,4,4,16.9,27.72,22.16,0.19
1983,4,5,19.72,25.34,22.14,5.28
1983,4,6,19.21,26.37,22.25,33.2
1983,4,7,17.26,25.9,20.88,5.77
1983,4,8,15.38,26.06,20.11,0.03
1983,4,9,15.17,26.71,20.12,0.02
1983,4,10,15.86,25.5,20.16,0.88
1983,4,11,18.31,21.39,19.62,2.26
1983,4,12,17.2,23.91,19.99,3.44
1983,4,13,14.47,25.75,20.18,0.31
1983,4,14,15.81,27.68,22.12,0.02
1983,4,15,17.02,27.31,21.85,0.69
1983,4,16,18.62,27.06,22.13,0.51
1983,4,17,16.41,27.12,21.23,1.34
1983,4,18,18.35,27.95,22.61,2.52
1983,4,19,19.22,27.51,22.89,1.85
1983,4,20,19.12,27.0,22.5,4.75
1983,4,21,18.29,26.25,21.64,18.08
1983,4,22,14.88,23.85,18.53,0.76
1983,4,23,13.65,24.35,18.25,0.48
1983,4,24,17.6,22.35,19.63,37.3
1983,4,25,17.07,26.13,20.93,21.66
1983,4,26,18.75,23.41,20.47,2.33
1983,4,27,15.99,26.03,20.52,1.08
1983,4,28,16.31,26.93,21.28,0.55
1983,4,29,18.12,25.66,21.18,0.12
1983,4,30,15.48,27.18,21.31,0.02
1983,5,1,16.66,27.18,21.69,0.01
1983,5,2,15.49,27.57,21.45,0.0
1983,5,3,17.43,25.27,20.65,1.86
1983,5,4,17.23,24.46,19.92,0.05
1983,5,5,16.66,25.36,20.85,0.01
1983,5,6,16.3,26.51,21.5,0.09
1983,5,7,16.59,25.64,20.86,0.15
1983,5,8,16.52,25.36,20.27,9.01
1983,5,9,17.02,26.5,21.31,0.3
1983,5,10,16.4,26.9,21.31,0.31
1983,5,11,17.09,25.71,20.89,0.14
1983,5,12,17.76,25.92,21.29,17.72
1983,5,13,17.81,23.12,19.72,7.17
1983,5,14,17.05,23.13,19.53,0.18
1983,5,15,17.51,24.05,20.19,0.04
1983,5,16,17.02,24.56,19.7,0.07
1983,5,17,16.02,25.09,19.92,1.81
1983,5,18,16.61,25.9,20.54,0.03
1983,5,19,15.3,25.2,19.85,11.06
1983,5,20,17.77,24.05,20.17,6.59
1983,5,21,14.98,23.07,18.29,0.53
1983,5,22,13.04,24.5,17.72,8.34
1983,5,23,16.35,23.46,19.15,31.68
1983,5,24,16.14,22.67,18.67,1.17
1983,5,25,14.08,20.34,16.48,0.15
1983,5,26,12.61,20.37,15.96,0.53
1983,5,27,13.75,23.91,17.96,7.96
1983,5,28,16.72,24.35,19.97,36.7
1983,5,29,18.17,23.88,20.66,35.06
1983,5,30,16.51,21.24,18.26,40.98
1983,5,31,17.87,22.37,19.91,36.21
1983,6,1,14.26,20.67,17.3,6.13
1983,6,2,13.16,21.03,16.8,6.6
1983,6,3,15.11,20.92,17.42,16.74
1983,6,4,14.44,21.25,17.04,3.56
1983,6,5,12.85,19.21,15.55,16.7
1983,6,6,12.42,19.62,14.94,48.6
1983,6,7,10.16,18.53,13.67,3.7
1983,6,8,9.37,21.9,14.67,4.95
1983,6,9,15.48,23.74,18.83,17.02
1983,6,10,16.57,23.35,19.62,4.29
1983,6,11,14.41,23.78,17.88,1.72
1983,6,12,14.65,24.04,18.74,0.36
1983,6,13,16.56,24.11,19.66,0.01
1983,6,14,14.4,23.28,18.33,0.01
1983,6,15,13.9,21.31,17.09,0.0
1983,6,16,9.19,20.25,13.42,0.03
1983,6,17,9.05,23.0,15.0,0.01
1983,6,18,11.29,23.52,16.8,0.01
1983,6,19,11.59,22.94,16.73,0.0
1983,6,20,12.19,22.67,16.56,0.0
1983,6,21,12.68,23.48,16.96,0.0
1983,6,22,12.99,24.96,18.03,0.0
1983,6,23,14.0,24.65,18.3,0.01
1983,6,24,14.46,22.45,18.34,0.03
1983,6,25,15.93,22.14,18.36,1.55
1983,6,26,14.7,22.71,17.97,0.17
1983,6,27,14.99,22.74,17.98,0.72
1983,6,28,16.05,23.95,19.06,13.71
1983,6,29,14.8,21.18,17.6,1.18
1983,6,30,10.76,23.27,16.17,0.07
1983,7,1,13.12,24.54,18.34,0.01
1983,7,2,15.45,25.37,19.7,0.0
1983,7,3,15.58,22.35,18.38,0.0
1983,7,4,7.39,20.76,13.85,0.0
1983,7,5,12.84,23.77,17.37,0.0
1983,7,6,15.97,25.54,19.73,0.04
1983,7,7,15.75,24.87,19.4,0.0
1983,7,8,14.99,25.56,19.31,0.0
1983,7,9,15.45,25.5,19.5,0.0
1983,7,10,14.73,26.05,19.2,0.0
1983,7,11,13.5,26.8,19.53,0.0
1983,7,12,14.5,27.19,20.83,0.0
1983,7,13,14.25,23.99,18.4,0.0
1983,7,14,13.14,23.42,17.71,0.01
1983,7,15,10.66,23.84,16.86,0.0
1983,7,16,13.49,24.0,18.38,0.07
1983,7,17,12.41,23.72,17.27,11.3
1983,7,18,11.89,16.05,13.96,2.54
1983,7,19,10.29,18.68,13.59,3.72
1983,7,20,11.15,14.44,12.52,17.98
1983,7,21,9.45,18.91,13.81,1.72
1983,7,22,11.71,20.3,15.72,0.0
1983,7,23,7.89,22.97,15.57,0.01
1983,7,24,9.29,24.57,16.93,0.0
1983,7,25,11.03,25.31,17.66,0.0
1983,7,26,12.61,23.71,16.97,0.0
1983,7,27,13.38,22.61,17.19,0.0
1983,7,28,14.57,24.41,18.42,0.0
1983,7,29,13.66,25.81,19.07,0.0
1983,7,30,16.03,25.4,20.09,0.0
1983,7,31,13.72,23.41,18.6,0.03
1983,8,1,13.97,24.17,18.69,2.77
1983,8,2,9.43,17.99,14.52,0.02
1983,8,3,8.25,15.94,10.92,0.04
1983,8,4,7.41,17.5,11.04,0.03
1983,8,5,6.64,18.74,10.86,0.0
1983,8,6,6.34,20.25,11.81,0.0
1983,8,7,6.34,23.74,14.45,0.0
1983,8,8,9.08,24.05,15.68,0.0
1983,8,9,10.29,22.29,15.68,0.0
1983,8,10,11.15,23.98,16.67,0.0
1983,8,11,11.29,24.61,17.74,0.0
1983,8,12,11.02,24.92,17.46,0.0
1983,8,13,12.73,25.87,18.21,0.0
1983,8,14,12.87,27.31,19.59,0.0
1983,8,15,14.2,27.64,20.56,0.0
1983,8,16,14.68,27.95,20.76,0.0
1983,8,17,12.97,26.2,18.77,0.0
1983,8,18,16.22,26.9,20.77,0.0
1983,8,19,14.98,25.05,18.98,0.0
1983,8,20,12.16,23.68,17.09,0.0
1983,8,21,10.63,20.22,14.18,0.0
1983,8,22,8.8,21.27,13.98,0.0
1983,8,23,10.58,25.13,16.69,0.0
1983,8,24,11.93,27.03,19.06,0.0
1983,8,25,13.31,27.49,20.43,0.0
1983,8,26,13.97,28.22,20.99,0.0
1983,8,27,13.76,28.24,20.74,0.0
1983,8,28,13.94,28.87,21.0,0.0
1983,8,29,14.0,28.78,21.17,0.0
1983,8,30,14.74,28.36,21.09,0.0
1983,8,31,15.54,28.17,20.74,0.0
1983,9,1,14.13,28.24,20.31,0.03
1983,9,2,14.1,21.48,17.35,2.43
1983,9,3,12.56,21.0,15.82,1.66
1983,9,4,13.33,25.66,18.15,2.27
1983,9,5,14.38,26.67,19.98,37.84
1983,9,6,17.6,25.66,21.02,25.19
1983,9,7,17.6,28.22,21.63,3.32
1983,9,8,11.32,20.22,17.24,16.81
1983,9,9,9.66,19.26,13.12,0.41
1983,9,10,9.74,22.27,15.06,0.1
1983,9,11,12.94,18.25,14.91,1.11
1983,9,12,11.94,22.04,15.87,10.69
1983,9,13,11.74,20.4,15.29,2.8
1983,9,14,10.64,24.1,16.39,0.08
1983,9,15,12.51,27.0,19.14,20.15
1983,9,16,17.86,25.68,21.26,2.22
1983,9,17,12.83,26.65,19.91,19.95
1983,9,18,18.55,26.89,21.98,14.49
1983,9,19,16.85,25.41,20.84,33.82
1983,9,20,10.87,21.67,15.97,0.09
1983,9,21,9.38,23.57,15.57,0.57
1983,9,22,14.37,21.98,18.13,5.73
1983,9,23,16.49,27.49,21.14,11.06
1983,9,24,17.93,25.6,21.18,28.43
1983,9,25,17.41,27.18,21.34,0.3
1983,9,26,16.07,27.61,21.18,0.0
1983,9,27,14.77,26.85,20.66,0.0
1983,9,28,14.91,27.14,20.98,0.0
1983,9,29,16.98,27.1,21.57,0.01
1983,9,30,17.17,27.07,21.47,0.01
1983,10,1,16.28,27.0,21.47,0.55
1983,10,2,16.98,26.69,21.29,0.4
1983,10,3,15.66,24.18,19.05,4.16
1983,10,4,16.07,26.94,20.64,1.59
1983,10,5,16.39,24.46,20.36,1.41
1983,10,6,17.03,27.16,21.41,1.25
1983,10,7,15.89,27.15,21.53,1.44
1983,10,8,16.35,28.31,22.4,0.01
1983,10,9,16.74,28.33,23.3,0.01
1983,10,10,17.08,28.7,22.56,0.1
1983,10,11,15.64,28.51,20.44,3.11
1983,10,12,16.01,20.43,18.05,8.57
1983,10,13,15.49,21.61,18.28,7.05
1983,10,14,16.57,23.1,19.24,18.34
1983,10,15,15.81,27.04,21.08,2.1
1983,10,16,15.55,29.33,22.73,0.01
1983,10,17,17.72,29.48,23.21,1.75
1983,10,18,17.34,25.0,21.83,31.4
1983,10,19,14.91,25.91,19.37,1.94
1983,10,20,14.73,27.92,20.41,0.45
1983,10,21,16.59,28.0,22.15,14.23
1983,10,22,19.69,26.67,22.9,19.67
1983,10,23,14.07,24.23,21.04,24.29
1983,10,24,10.51,16.78,13.37,1.05
1983,10,25,8.08,23.65,14.86,0.02
1983,10,26,12.24,24.45,17.62,0.13
1983,10,27,11.48,25.48,17.9,0.0
1983,10,28,13.56,27.03,19.85,0.0
1983,10,29,16.21,27.02,21.21,0.13
1983,10,30,15.85,27.45,21.84,0.54
1983,10,31,17.06,26.68,21.42,5.73
1983,11,1,17.03,25.23,20.96,10.05
1983,11,2,16.87,25.78,21.39,17.46
1983,11,3,18.46,24.2,20.71,2.02
1983,11,4,17.15,26.57,21.42,11.81
1983,11,5,17.6,26.75,21.51,1.06
1983,11,6,14.32,27.24,20.88,0.08
1983,11,7,15.6,28.71,21.81,0.02
1983,11,8,15.61,29.63,22.81,0.05
1983,11,9,18.88,29.61,24.0,0.18
1983,11,10,19.03,25.29,21.86,4.39
1983,11,11,18.15,23.8,20.81,12.19
1983,11,12,19.02,27.83,22.7,11.39
1983,11,13,18.62,27.87,22.78,0.62
1983,11,14,19.35,28.29,23.28,0.48
1983,11,15,18.49,27.22,22.4,2.47
1983,11,16,15.75,27.21,21.42,0.35
1983,11,17,12.85,28.28,20.71,0.06
1983,11,18,15.32,29.86,22.49,0.09
1983,11,19,18.41,27.4,22.77,7.9
1983,11,20,20.2,26.43,22.82,19.01
1983,11,21,18.31,27.26,22.55,25.91
1983,11,22,16.01,25.2,21.39,4.35
1983,11,23,12.19,26.55,18.85,0.0
1983,11,24,14.93,25.86,20.63,0.0
1983,11,25,17.82,29.55,23.32,0.0
1983,11,26,14.97,28.79,21.24,0.0
1983,11,27,14.65,28.72,20.72,0.0
1983,11,28,15.15,26.51,20.21,0.42
1983,11,29,16.47,26.52,21.25,3.92
1983,11,30,17.88,27.27,21.8,0.5
1983,12,1,16.99,27.86,22.62,4.48
1983,12,2,18.59,27.04,22.05,10.14
1983,12,3,16.79,26.79,20.69,1.44
1983,12,4,15.33,27.42,20.77,0.48
1983,12,5,15.56,28.11,21.38,0.18
1983,12,6,17.09,27.83,22.36,9.46
1983,12,7,17.47,28.25,22.72,0.73
1983,12,8,17.49,28.09,22.3,3.53
1983,12,9,18.78,26.91,22.38,4.62
1983,12,10,18.8,27.02,22.22,10.49
1983,12,11,17.97,23.72,20.77,15.36
1983,12,12,18.4,27.33,22.1,7.56
1983,12,13,19.67,25.3,22.22,22.88
1983,12,14,18.97,24.6,21.81,18.9
1983,12,15,18.63,24.27,21.12,14.47
1983,12,16,19.43,27.81,23.28,4.5
1983,12,17,18.35,26.98,23.06,9.13
1983,12,18,19.61,27.34,23.07,8.27
1983,12,19,18.92,27.01,22.78,10.81
1983,12,20,19.95,25.04,22.39,7.88
1983,12,21,19.9,25.96,22.48,12.59
1983,12,22,19.69,28.38,23.1,13.58
1983,12,23,19.25,26.06,22.18,24.65
1983,12,24,18.02,24.88,20.97,3.14
1983,12,25,17.47,22.87,19.75,6.54
1983,12,26,17.34,23.81,19.88,7.39
1983,12,27,17.9,22.97,20.1,22.0
1983,12,28,16.35,23.55,20.05,8.88
1983,12,29,17.9,25.43,21.57,15.16
1983,12,30,19.0,24.38,21.62,11.0
1983,12,31,18.61,25.83,21.8,0.98
1984,1,1,18.36,28.43,23.29,4.17
1984,1,2,17.45,28.16,23.15,4.43
1984,1,3,18.99,26.84,22.87,5.54
1984,1,4,18.36,27.71,23.03,2.33
1984,1,5,19.56,27.78,23.58,2.67
1984,1,6,18.86,30.06,24.22,1.38
1984,1,7,19.78,29.92,24.82,0.37
1984,1,8,18.34,28.46,23.11,0.04
1984,1,9,18.16,29.01,23.45,8.69
1984,1,10,19.82,29.84,24.5,2.17
1984,1,11,19.89,30.3,25.02,0.01
1984,1,12,18.77,30.81,24.75,0.31
1984,1,13,17.33,30.66,24.29,0.0
1984,1,14,19.17,32.21,26.2,0.08
1984,1,15,21.55,31.66,26.46,0.34
1984,1,16,21.2,31.07,26.28,0.85
1984,1,17,21.67,31.65,26.56,0.97
1984,1,18,19.97,30.68,25.29,0.07
1984,1,19,21.44,29.02,24.78,4.41
1984,1,20,21.72,27.74,24.41,12.63
1984,1,21,20.01,27.27,23.38,17.34
1984,1,22,17.9,27.21,22.22,11.49
1984,1,23,18.02,28.01,22.29,7.19
1984,1,24,17.56,27.23,21.84,9.91
1984,1,25,18.53,27.31,22.46,14.36
1984,1,26,19.5,27.12,22.86,23.66
1984,1,27,19.1,25.39,21.83,27.97
1984,1,28,18.5,27.17,22.23,6.98
1984,1,29,18.41,28.46,23.09,4.67
1984,1,30,19.61,29.04,24.15,4.45
1984,1,31,19.77,29.95,25.34,0.05
1984,2,1,21.59,30.09,25.71,1.69
1984,2,2,21.5,30.91,25.95,0.46
1984,2,3,21.08,31.45,26.31,0.19
1984,2,4,20.78,30.31,26.02,0.17
1984,2,5,20.56,30.03,25.64,0.94
1984,2,6,20.48,27.64,23.95,8.35
1984,2,7,20.41,26.1,22.63,7.44
1984,2,8,19.53,26.19,22.52,3.17
1984,2,9,19.4,28.87,23.97,0.69
1984,2,10,20.23,27.93,23.68,0.19
1984,2,11,19.64,28.56,23.86,2.62
1984,2,12,18.81,27.43,23.42,3.38
1984,2,13,19.28,29.72,24.61,0.42
1984,2,14,20.22,29.12,24.71,1.52
1984,2,15,20.25,29.85,25.03,1.4
1984,2,16,21.04,30.21,25.32,5.74
1984,2,17,21.04,26.88,23.86,1.64
1984,2,18,18.85,28.67,23.59,0.29
1984,2,19,19.56,29.25,24.27,0.02
1984,2,20,19.49,29.44,24.58,0.91
1984,2,21,19.8,30.49,25.62,1.98
1984,2,22,21.17,30.75,25.59,1.23
1984,2,23,19.04,30.99,24.69,1.13
1984,2,24,18.81,30.09,24.44,4.84
1984,2,25,20.96,29.98,25.05,2.06
1984,2,26,20.78,28.23,24.26,0.93
1984,2,27,18.89,29.92,24.73,1.81
1984,2,28,20.63,30.0,25.14,2.22
1984,2,29,20.47,29.73,24.99,3.98
1984,3,1,21.25,28.13,24.23,0.61
1984,3,2,20.16,29.98,24.66,1.89
1984,3,3,19.45,28.79,23.86,2.09
1984,3,4,19.81,28.66,23.99,2.48
1984,3,5,19.78,27.49,23.64,7.1
1984,3,6,20.4,27.44,23.88,8.57
1984,3,7,20.22,27.51,23.68,15.05
1984,3,8,20.27,28.44,23.82,1.93
1984,3,9,18.0,29.08,23.06,0.28
1984,3,10,18.82,29.65,24.08,1.78
1984,3,11,19.81,28.68,23.94,0.06
1984,3,12,16.83,28.3,21.87,0.01
1984,3,13,16.03,27.12,20.89,0.01
1984,3,14,16.57,26.57,21.07,0.13
1984,3,15,17.66,27.07,21.75,0.23
1984,3,16,18.4,28.61,22.81,0.35
1984,3,17,17.94,29.36,23.09,0.17
1984,3,18,17.38,30.05,22.98,0.34
1984,3,19,17.94,29.45,23.43,2.42
1984,3,20,20.2,28.54,24.05,3.31
1984,3,21,20.32,29.17,24.12,5.5
1984,3,22,18.57,27.69,22.39,0.52
1984,3,23,17.42,28.09,21.8,0.0
1984,3,24,15.87,28.14,21.3,0.03
1984,3,25,17.44,29.26,23.09,0.72
1984,3,26,19.63,29.68,24.07,2.99
1984,3,27,19.12,28.83,23.22,1.03
1984,3,28,19.18,30.05,24.2,0.6
1984,3,29,19.52,28.02,23.63,1.87
1984,3,30,18.79,27.6,22.53,2.6
1984,3,31,15.05,25.55,19.38,0.03
1984,4,1,12.84,26.84,19.29,1.63
1984,4,2,17.02,28.85,22.11,3.09
1984,4,3,20.08,23.94,21.9,12.97
1984,4,4,17.97,25.49,21.16,5.29
1984,4,5,14.72,24.97,19.38,0.53
1984,4,6,13.34,26.27,19.07,0.21
1984,4,7,15.69,23.3,18.83,6.18
1984,4,8,16.37,26.13,20.3,5.03
1984,4,9,15.89,26.72,20.48,0.1
